revisited,avg_avg_bitrate,avg_buffer_ratio,avg_buffer_underruns,avg_playtime,avg_startup_time,avg_bitrate,bufferRatio,buffer_underruns,playtime,startup_time,betterBitrate,betterBufferRatio,betterBufferUnderruns,betterPlayTime,betterStartupTime,visitsSameDay
0,9.999578888888879,3.1978381936785203,0.11965811965811972,29.470512820512845,1.7761538461538462,14.8364,0.0,0.0,40.4,1.782,0.0,0.0,0.0,0.0,0.0,0
0,0.729423132513662,10.557987453459873,0.5819672131147545,11.360541894353378,5.001749999999993,0.0,0.0,0.0,25.283333333333335,10.397,0.0,0.0,0.0,1.0,0.0,5
0,1.758814,0.0,0.0,69.70555555555556,4.442666666666667,0.943402,0.0,0.0,180.96666666666667,3.88,0.0,0.0,0.0,1.0,0.0,0
0,2.459859736842106,0.03931839827736138,0.02631578947368421,25.225877192982445,3.4688157894736835,3.43828,0.0,0.0,96.58333333333333,5.122,1.0,0.0,0.0,1.0,0.0,1
0,3.913821,3.837817989533384,0.3333333333333333,16.930555555555557,5.087133333333331,1.24238,0.0,0.0,0.25,1.829,0.0,0.0,0.0,0.0,1.0,2
0,0.5203103027522933,13.382950109148178,2.1284403669724776,21.543425076452582,4.239238532110095,0.0,0.0,0.0,0.016666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,7
0,0.5325795238095238,0.7428699703116325,0.2142857142857143,32.486111111111114,2.9611666666666676,1.54424,25.459596947759735,5.0,85.18333333333334,2.676,1.0,0.0,0.0,1.0,1.0,2
0,2.904124366197181,0.009145539906103292,0.009389671361502342,33.88575899843505,4.147530516431922,1.62281,0.0,0.0,96.86666666666666,2.651,0.0,0.0,0.0,1.0,0.0,6
0,1.9666746153846155,24.25249019985862,0.3076923076923077,15.405128205128205,3.2670769230769237,1.28467,214.6315789473684,2.0,0.95,4.497,0.0,0.0,0.0,0.0,0.0,5
0,1.987643612167299,0.10910848778873848,0.13688212927756657,19.86083650190112,2.261205323193914,3.45742,0.0,0.0,54.35,3.601,0.0,0.0,0.0,1.0,1.0,0
0,1.6841696533066133,16.392019727922563,0.6032064128256519,24.945056780227123,3.961272545090179,3.49095,0.0,0.0,85.5,2.926,1.0,0.0,0.0,1.0,0.0,0
0,1.839880012820513,4.366080185247481,0.6025641025641026,30.17136752136752,2.9766923076923075,1.61251,0.0,0.0,47.05,3.658,1.0,0.0,0.0,0.0,1.0,0
0,2.7118127986348126,2.2426003571192092,0.22866894197952217,36.69118316268484,3.1532320819112605,3.44721,0.0,0.0,25.7,3.957,1.0,0.0,0.0,0.0,1.0,6
0,2.4328202738095244,7.047220437725804,2.8988095238095237,30.085019841269837,2.520964285714285,1.62491,1.1502029769959405,12.0,86.21666666666667,2.941,1.0,0.0,0.0,0.0,1.0,0
0,13.768881834625326,0.07806975395528049,0.020671834625323005,26.666881998277347,2.2519457364341036,8.44297,0.0,0.0,42.483333333333334,2.042,0.0,0.0,0.0,1.0,0.0,8
0,1.310470892857142,2.247060169843387,0.8482142857142855,33.395982142857136,3.4634732142857154,1.54478,2.9652278177458036,7.0,27.8,6.535,1.0,0.0,0.0,0.0,0.0,1
